assists,bonus,clean_sheets,code,first_name,form,goals_conceded,goals_scored,id,in_dreamteam,minutes,now_cost,own_goals,penalties_missed,penalties_saved,points_per_game,red_cards,saves,second_name,status,team,team_code,total_points,web_name,yellow_cards,player_type
1,0,2,244619,Luke,1.8,20,0,270,False,1068,39,1,0,0,1.6,0,0,Thomas,a,10,LEI,28,Thomas,3,DEF
4,3,5,245419,Patson,1.4,24,4,271,False,1169,56,0,0,0,2.3,0,0,Daka,a,10,LEI,70,Daka,2,FWD
0,0,0,232620,Lewis,0.0,1,0,273,False,22,39,0,0,0,1.0,0,0,Brunt,a,10,LEI,1,Brunt,0,DEF
0,2,1,207270,Daniel,3.0,22,0,548,False,1080,39,1,0,0,2.4,0,38,Iversen,a,10,LEI,29,Iversen,0,GKP
1,0,2,106837,Dennis,0.4,10,1,549,False,635,48,0,0,0,1.5,0,0,Praet,a,10,LEI,34,Praet,1,MID
0,0,0,45220,Alex,0.0,0,0,581,False,0,39,0,0,0,0.0,0,0,Smithies,a,10,LEI,0,Smithies,0,GKP
2,5,7,218218,Wout,4.2,51,1,612,False,2786,42,2,0,0,2.5,1,0,Faes,a,10,LEI,78,Faes,4,DEF
0,0,0,519223,Sammy,0.0,0,0,639,False,0,45,0,0,0,0.0,0,0,Braybrooke,i,10,LEI,0,Braybrooke,0,MID
0,0,0,514284,Joe,0.0,0,0,645,False,0,40,0,0,0,0.0,0,0,Wormleighton,a,10,LEI,0,Wormleighton,0,DEF
0,0,0,461587,Kasey,0.0,0,0,687,False,0,45,0,0,0,0.0,0,0,McAteer,u,10,LEI,0,McAteer,0,MID
1,0,0,481510,Victor,0.0,21,0,709,False,891,45,0,0,0,1.3,0,0,Kristiansen,a,10,LEI,16,Kristiansen,2,DEF
0,1,0,225295,Mateus,0.4,15,1,715,False,732,49,0,0,0,2.1,0,0,Cardoso Lemos Martins,a,10,LEI,27,Tetê,0,MID
1,0,1,194190,Harry,1.4,19,0,727,False,991,45,1,0,0,1.7,0,0,Souttar,a,10,LEI,20,Souttar,2,DEF
0,0,0,461584,Wanya,0.0,0,0,735,False,0,45,0,0,0,0.0,0,0,Marçal-Madivadua,a,10,LEI,0,Marçal-Madivadua,0,MID
0,1,2,55914,Liam,-0.2,32,1,221,False,1425,44,0,0,0,1.7,0,0,Cooper,a,11,LEE,31,Cooper,5,DEF
1,4,3,66588,Luke,2.2,48,2,222,False,2048,45,0,0,0,2.0,0,0,Ayling,a,11,LEE,59,Ayling,3,DEF
0,0,0,72222,Mateusz,0.0,5,0,223,False,266,46,0,0,0,0.9,0,0,Klich,u,11,LEE,12,Klich,2,MID
0,0,0,80179,Adam,1.6,13,0,224,False,473,44,0,0,0,1.3,0,0,Forshaw,a,11,LEE,16,Forshaw,0,MID
2,6,5,80954,Rodrigo,3.8,43,13,225,False,1928,63,0,0,0,4.1,0,0,Moreno,d,11,LEE,127,Rodrigo,6,MID
0,0,0,87873,Stuart,0.0,0,0,226,False,0,49,0,0,0,0.0,0,0,Dallas,i,11,LEE,0,Dallas,0,DEF
5,3,1,106617,Patrick,2.2,31,4,227,False,1510,71,0,2,0,2.5,0,0,Bamford,d,11,LEE,70,Bamford,3,FWD
0,2,1,149915,Diego,0.0,12,0,228,False,648,44,0,0,0,2.0,0,0,Llorente,u,11,LEE,16,Llorente,1,DEF
0,0,0,173821,Tyler,0.0,0,0,229,False,0,50,0,0,0,0.0,0,0,Roberts,u,11,LEE,0,Roberts,0,MID
0,2,5,193645,Robin,0.2,74,0,230,False,3175,45,1,0,0,1.5,0,0,Koch,a,11,LEE,55,Koch,7,DEF
0,0,0,219961,Raphael,0.0,0,0,232,False,0,70,0,0,0,0.0,0,0,Dias Belloli,u,11,LEE,0,Raphinha,0,MID
8,15,6,221399,Jack,3.2,55,5,233,False,2707,57,1,0,0,3.7,0,0,Harrison,a,11,LEE,134,Harrison,2,MID
0,0,0,221610,Jamie,0.0,0,0,234,False,0,45,0,0,0,0.0,0,0,Shackleton,u,11,LEE,0,Shackleton,0,MID
2,4,4,222694,Pascal,0.4,52,2,235,False,2198,45,0,0,0,2.3,0,0,Struijk,a,11,LEE,66,Struijk,5,DEF
0,0,0,223081,Kristoffer,0.0,0,0,236,False,0,38,0,0,0,0.0,0,0,Klaesson,a,11,LEE,0,Klaesson,0,GKP
2,1,0,248937,Sam,0.6,11,1,237,False,410,41,0,0,0,1.7,0,0,Greenwood,a,11,LEE,30,Greenwood,1,FWD
0,8,5,437495,Illan,0.2,67,0,238,False,3060,44,0,0,0,2.6,0,94,Meslier,a,11,LEE,90,Meslier,3,GKP
2,3,1,443967,Junior,0.4,33,1,239,False,1364,45,0,0,0,1.6,1,0,Firpo Adames,a,11,LEE,30,Firpo,5,DEF
4,4,1,450070,Crysencio,0.6,38,4,240,False,1411,42,0,0,0,2.6,0,0,Summerville,a,11,LEE,74,Summerville,4,MID
0,0,0,450529,Lewis,0.0,0,0,241,False,0,45,0,0,0,0.0,0,0,Bate,u,11,LEE,0,Bate,0,MID
2,0,0,462635,Joe,0.0,3,0,242,False,201,51,0,0,0,1.3,0,0,Gelhardt,u,11,LEE,20,Gelhardt,1,FWD
0,0,0,477547,Leo Fuhr,0.0,0,0,243,False,0,39,0,0,0,0.0,0,0,Hjelde,u,11,LEE,0,Hjelde,0,DEF
1,1,2,224209,Rasmus,1.8,53,3,244,False,1957,47,0,0,0,2.0,0,0,Kristensen,a,11,LEE,51,Kristensen,4,DEF
3,3,2,234370,Marc,0.8,60,1,245,False,2316,48,0,0,0,2.1,0,0,Roca Junqué,a,11,LEE,67,Roca,7,MID
4,0,5,427637,Brenden,0.8,58,1,246,False,2365,53,0,0,0,2.3,0,0,Aaronson,a,11,LEE,83,Aaronson,2,MID
0,0,0,470294,Darko,0.0,0,0,247,False,7,42,0,0,0,1.0,0,0,Gyabi,i,11,LEE,1,Gyabi,0,MID
0,1,5,200785,Tyler,0.0,36,0,506,False,2156,49,0,0,0,2.0,1,0,Adams,i,11,LEE,47,Adams,4,MID
0,6,0,224995,Luis,0.0,23,5,508,False,863,65,0,0,0,2.8,1,0,Sinisterra Lucumí,i,11,LEE,53,Sinisterra,1,MID
0,0,0,433590,Cody,0.0,3,0,547,False,70,40,0,0,0,1.0,0,0,Drameh,u,11,LEE,1,Drameh,0,DEF
0,0,0,547701,Archie,0.0,0,0,565,False,0,45,0,0,0,0.0,0,0,Gray,i,11,LEE,0,Gray,0,MID
0,0,0,78315,Joel,1.4,11,0,578,False,360,40,0,0,0,1.8,0,16,Robles,a,11,LEE,7,Robles,1,GKP
4,6,4,492859,Wilfried,1.4,28,2,619,False,1346,47,0,0,0,2.3,0,0,Gnonto,a,11,LEE,55,Gnonto,7,FWD
0,0,0,565297,Mateo Joseph,0.0,0,0,659,False,24,45,0,0,0,1.0,0,0,Fernández,i,11,LEE,3,Mateo Joseph,0,FWD
0,0,0,496228,Sonny,0.0,0,0,663,False,0,45,0,0,0,0.0,0,0,Perkins,a,11,LEE,0,Perkins,0,FWD
0,2,2,220087,Maximilian,0.4,23,0,691,False,1264,44,0,0,0,1.6,0,0,Wöber,a,11,LEE,25,Wöber,3,DEF
1,0,0,463067,Georginio,0.8,9,0,700,False,263,50,0,0,0,1.4,0,0,Rutter,a,11,LEE,15,Rutter,0,FWD
1,0,1,241519,Weston,2.2,35,0,720,False,1434,46,0,0,0,1.6,0,0,McKennie,a,11,LEE,31,McKennie,7,MID
0,0,0,470296,Jeremiah,0.0,0,0,742,False,0,40,0,0,0,0.0,0,0,Chilokoa-Mullen,a,11,LEE,0,Chilokoa-Mullen,0,DEF
0,0,0,491008,Diogo,0.0,0,0,743,False,0,40,0,0,0,0.0,0,0,Pinheiro Monteiro,a,11,LEE,0,Monteiro,0,DEF
1,0,3,15157,James,1.0,12,0,274,False,889,44,0,0,0,1.4,0,0,Milner,a,12,LIV,42,Milner,2,MID
3,0,8,56979,Jordan,1.8,30,0,275,False,2060,53,0,0,0,2.0,0,0,Henderson,a,12,LIV,69,Henderson,2,MID
0,4,3,60914,Joel,0.0,20,1,276,False,1091,59,1,0,0,2.6,0,0,Matip,a,12,LIV,36,Matip,3,DEF
0,0,2,61558,Thiago,0.0,23,0,277,False,1252,51,0,0,0,1.7,0,0,Alcántara do Nascimento,i,12,LIV,30,Thiago,2,MID
0,2,0,81880,Alex,0.0,7,1,278,False,332,49,0,0,0,2.2,0,0,Oxlade-Chamberlain,a,12,LIV,20,Chamberlain,0,MID
4,12,4,92217,Roberto,2.0,17,11,279,False,1202,80,0,0,0,4.2,0,0,Firmino,a,12,LIV,104,Firmino,0,FWD
1,13,11,97032,Virgil,4.3,36,3,280,False,2835,66,0,0,0,4.0,0,0,van Dijk,a,12,LIV,127,Van Dijk,3,DEF
1,15,14,116535,Alisson,4.7,43,0,281,False,3330,55,0,0,1,4.4,0,107,Ramses Becker,a,12,LIV,162,Alisson,1,GKP
2,0,11,116643,Fabio Henrique,2.5,34,0,282,False,2666,52,0,0,0,1.9,0,0,Tavares,a,12,LIV,70,Fabinho,11,MID
13,23,13,118748,Mohamed,8.3,45,19,283,True,3290,131,0,2,0,6.3,0,0,Salah,a,12,LIV,239,Salah,2,MID
8,10,9,122798,Andrew,2.7,34,0,284,False,2579,68,0,0,0,3.6,0,0,Robertson,d,12,LIV,121,Robertson,3,DEF
11,21,10,169187,Trent,6.0,44,2,285,True,2922,78,0,0,0,4.2,0,0,Alexander-Arnold,a,12,LIV,156,Alexander-Arnold,5,DEF
0,8,8,171287,Joseph,0.0,16,0,286,False,1461,43,0,0,0,3.2,0,0,Gomez,a,12,LIV,68,Gomez,3,DEF
0,0,1,175592,Naby,0.0,4,0,287,False,290,47,0,0,0,1.2,0,0,Keita,i,12,LIV,10,Keita,1,MID
4,9,5,194634,Diogo,3.7,19,7,288,False,1125,86,0,0,0,3.6,0,0,Teixeira da Silva,a,12,LIV,80,Diogo Jota,2,FWD
0,0,0,200720,Caoimhin,0.3,4,0,289,False,90,39,0,0,0,2.0,0,6,Kelleher,a,12,LIV,2,Kelleher,0,GKP
0,0,7,204716,Ibrahima,2.8,22,0,290,False,1551,49,1,0,0,2.7,0,0,Konaté,d,12,LIV,49,Konaté,5,DEF
1,4,4,206915,Curtis,5.5,15,3,291,False,1029,49,0,0,0,2.9,0,0,Jones,a,12,LIV,52,Jones,2,MID
4,2,4,214285,Konstantinos,1.2,11,0,292,False,762,43,0,0,0,2.4,0,0,Tsimikas,a,12,LIV,48,Tsimikas,3,DEF
2,7,4,244731,Luis,3.3,11,4,293,False,991,78,0,0,0,3.6,0,0,Díaz,a,12,LIV,62,Luis Díaz,2,MID
2,2,5,444884,Harvey,0.8,20,1,294,False,1600,48,0,0,0,1.9,0,0,Elliott,a,12,LIV,62,Elliott,2,MID
1,0,0,244858,Fábio,0.2,3,2,296,False,339,51,0,0,0,2.1,0,0,Freitas Gouveia Carvalho,a,12,LIV,27,Carvalho,0,MID
5,8,7,447203,Darwin,1.3,22,9,297,False,1684,86,0,0,0,3.4,1,0,Núñez Ribeiro,d,12,LIV,100,Darwin,1,FWD
0,0,0,489580,Calvin,0.0,0,0,298,False,0,39,0,0,0,0.0,0,0,Ramsay,i,12,LIV,0,Ramsay,0,DEF
0,0,0,60706,Adrián,0.0,0,0,497,False,0,38,0,0,0,0.0,0,0,San Miguel del Castillo,a,12,LIV,0,Adrián,0,GKP
0,0,0,219937,Rhys,0.0,0,0,498,False,0,40,0,0,0,0.0,0,0,Williams,u,12,LIV,0,R.Williams,0,DEF
0,0,0,152898,Ben,0.0,0,0,499,False,0,40,0,0,0,0.0,0,0,Davies,u,12,LIV,0,Davies,0,DEF
0,0,0,444765,Sepp,0.0,0,0,500,False,0,40,0,0,0,0.0,0,0,van den Berg,u,12,LIV,0,Van den Berg,0,DEF
0,0,0,197464,Nathaniel,0.0,1,0,501,False,65,38,0,0,0,1.5,0,0,Phillips,a,12,LIV,3,Phillips,0,DEF
0,0,0,462491,Luke,0.0,0,0,563,False,0,40,0,0,0,0.0,0,0,Chambers,u,12,LIV,0,Chambers,0,DEF
0,0,3,535928,Stefan,0.0,4,1,564,False,522,43,0,0,0,2.0,0,0,Bajcetic,i,12,LIV,22,Bajcetic,2,MID
0,0,0,491970,Bobby,0.0,0,0,584,False,7,45,0,0,0,1.0,0,0,Clark,a,12,LIV,1,Clark,0,MID
0,0,0,464353,Harvey,0.0,0,0,592,False,0,40,0,0,0,0.0,0,0,Davies,a,12,LIV,0,H.Davies,0,GKP
0,0,0,204043,Arthur Henrique,0.0,0,0,620,False,0,48,0,0,0,0.0,0,0,Ramos de Oliveira Melo,a,12,LIV,0,Arthur,0,MID
0,0,0,496208,Ben,0.0,1,0,665,False,23,45,0,0,0,1.0,0,0,Doak,a,12,LIV,2,Doak,0,MID
3,4,6,243298,Cody,3.8,19,7,680,False,1455,76,0,0,0,4.3,0,0,Gakpo,a,12,LIV,90,Gakpo,0,MID
0,0,7,58621,Kyle,3.4,20,0,299,False,1953,47,0,0,0,2.6,0,0,Walker,a,13,MCI,69,Walker,3,DEF
6,9,10,59859,Ilkay,5.1,20,8,300,False,2351,74,0,1,0,4.3,0,0,Gündogan,a,13,MCI,132,Gündogan,0,MID
18,26,10,61366,Kevin,0.7,23,7,301,False,2413,121,0,0,0,5.7,0,0,De Bruyne,a,13,MCI,183,De Bruyne,1,MID
2,13,7,97299,John,1.6,17,2,302,False,1844,56,1,0,0,4.0,0,0,Stones,a,13,MCI,93,Stones,2,DEF
12,11,6,103025,Riyad,4.9,23,5,303,False,1913,75,0,0,0,4.2,0,0,Mahrez,a,13,MCI,126,Mahrez,2,MID
10,9,10,114283,Jack,1.1,16,5,305,False,2051,71,0,0,0,4.3,0,0,Grealish,d,13,MCI,121,Grealish,4,MID
2,10,6,121145,João,0.0,16,2,306,False,1273,71,0,0,0,4.3,1,0,Cancelo,u,13,MCI,73,Cancelo,3,DEF
1,8,11,121160,Ederson,2.0,32,0,307,False,3150,54,0,0,0,3.5,0,46,Santana de Moraes,a,13,MCI,121,Ederson,3,GKP
0,9,9,126184,Nathan,3.4,15,1,308,False,1871,50,0,0,0,3.5,0,0,Aké,d,13,MCI,92,Aké,2,DEF
0,3,4,146941,Aymeric,2.4,10,0,309,False,992,56,0,0,0,3.3,0,0,Laporte,d,13,MCI,40,Laporte,0,DEF
0,0,0,164484,Zack,0.0,0,0,310,False,0,40,0,0,0,0.0,0,0,Steffen,u,13,MCI,0,Steffen,0,GKP
6,9,7,165809,Bernardo,1.0,24,4,311,False,2196,67,0,0,0,3.1,0,0,Veiga de Carvalho e Silva,a,13,MCI,106,Bernardo,5,MID
0,1,9,171314,Rúben,2.0,16,0,312,False,1997,60,0,0,0,3.1,0,0,Gato Alves Dias,d,13,MCI,80,Dias,3,DEF
7,15,5,209244,Phil,4.1,16,11,314,False,1832,80,0,0,0,4.4,0,0,Foden,a,13,MCI,142,Foden,1,MID
6,7,11,220566,Rodrigo,1.7,26,2,315,False,2911,56,0,0,0,3.0,0,0,Hernandez,a,13,MCI,108,Rodri,5,MID
1,0,1,244851,Cole,1.3,4,0,316,False,358,42,0,0,0,1.4,0,0,Palmer,a,13,MCI,19,Palmer,1,MID
0,0,0,432714,James,0.0,0,0,317,False,0,45,0,0,0,0.0,0,0,McAtee,u,13,MCI,0,McAtee,0,MID
9,40,13,223094,Erling,4.4,26,36,318,True,2767,124,0,0,0,7.8,0,0,Haaland,a,13,MCI,272,Haaland,5,FWD
3,14,5,461358,Julián,4.1,16,9,319,False,1448,61,0,0,0,3.3,0,0,Álvarez,a,13,MCI,103,Álvarez,0,FWD
0,0,0,439510,Luke,0.0,0,0,320,False,0,39,0,0,0,0.0,0,0,Mbete-Tabu,u,13,MCI,0,Mbete,0,DEF
0,0,0,447880,Josh,0.0,0,0,322,False,0,38,0,0,0,0.0,0,0,Wilson-Esbrand,u,13,MCI,0,Wilson-Esbrand,0,DEF
0,0,0,463034,Liam,0.0,0,0,323,False,0,44,0,0,0,0.0,0,0,Delap,u,13,MCI,0,Delap,0,FWD
0,5,2,88248,Stefan,3.3,1,0,324,False,270,37,0,0,0,7.7,0,14,Ortega Moreno,a,13,MCI,23,Ortega,0,GKP
0,0,1,155405,Kalvin,1.1,3,0,325,False,291,48,0,0,0,1.2,0,0,Phillips,a,13,MCI,14,Phillips,1,MID
0,0,0,17601,Scott,0.0,0,0,502,False,0,38,0,0,0,0.0,0,0,Carson,a,13,MCI,0,Carson,0,GKP
0,0,2,477064,Rico,1.7,8,0,573,False,900,38,0,0,0,2.1,0,0,Lewis,a,13,MCI,29,Lewis,1,DEF
1,1,1,437468,Sergio,1.6,6,0,587,False,340,44,0,0,0,1.8,0,0,Gómez,a,13,MCI,21,Sergio Gómez,0,DEF
0,0,0,219291,Claudio,0.0,0,0,599,False,0,45,0,0,0,0.0,0,0,Gomes,u,13,MCI,0,Gomes,0,MID
0,0,0,244932,Ben,0.0,0,0,600,False,0,45,0,0,0,0.0,0,0,Knight,a,13,MCI,0,Knight,0,MID
1,5,7,211975,Manuel,1.7,23,0,610,False,2284,51,0,0,0,2.8,0,0,Akanji,d,13,MCI,82,Akanji,2,DEF
0,0,0,482769,Máximo,0.0,1,0,712,False,18,44,0,0,0,1.0,0,0,Perrone,i,13,MCI,1,Perrone,0,MID
0,0,0,434043,Alex,0.0,0,0,772,False,0,45,0,0,0,0.0,0,0,Robertson,a,13,MCI,0,Robertson,0,MID
0,0,0,463210,Shea,0.3,1,0,773,False,27,45,0,0,0,1.0,0,0,Charles,a,13,MCI,1,Charles,0,MID
0,0,0,472769,Nico,0.0,0,0,774,False,0,45,0,0,0,0.0,0,0,O'Reilly,a,13,MCI,0,O'Reilly,0,MID
0,0,0,105666,Jack,0.0,0,0,162,False,0,44,0,0,0,0.0,0,0,Butland,a,14,MUN,0,Butland,0,GKP
0,3,3,14937,Cristiano Ronaldo,0.0,8,1,326,False,519,102,0,0,0,2.0,0,0,dos Santos Aveiro,u,14,MUN,20,Ronaldo,2,FWD
0,5,17,51940,David,5.0,43,0,327,False,3420,51,0,0,1,4.2,0,101,De Gea Quintana,a,14,MUN,161,De Gea,0,GKP
0,0,0,76359,Phil,0.0,0,0,328,False,0,38,0,0,0,0.0,0,0,Jones,a,14,MUN,0,Jones,0,DEF
0,2,10,90152,Raphaël,2.0,22,0,329,False,1912,48,1,0,0,3.2,0,0,Varane,a,14,MUN,77,Varane,1,DEF
0,2,5,95658,Harry,0.6,7,0,330,False,762,47,0,0,0,2.4,0,0,Maguire,a,14,MUN,39,Maguire,4,DEF
3,2,4,101582,Frederico,1.7,22,2,331,False,1228,51,0,0,0,1.8,0,0,Rodrigues de Paula Santos,a,14,MUN,62,Fred,6,MID
4,20,12,106760,Luke,4.0,35,1,332,False,2552,53,0,0,0,4.0,0,0,Shaw,d,14,MUN,124,Shaw,8,DEF
9,23,18,141746,Bruno,6.0,39,8,333,False,3317,95,0,0,0,4.8,0,0,Borges Fernandes,a,14,MUN,176,Fernandes,6,MID
0,0,0,152590,Alex,0.0,0,0,334,False,0,50,0,0,0,0.0,0,0,Telles,u,14,MUN,0,Telles,0,DEF
7,21,13,176297,Marcus,2.7,39,17,335,True,2880,72,0,0,0,5.9,0,0,Rashford,a,14,MUN,205,Rashford,2,MID
0,0,0,180184,Donny,0.0,3,0,336,False,162,51,0,0,0,1.1,0,0,van de Beek,i,14,MUN,8,Van de Beek,0,MID
0,3,6,184667,Victor,3.9,16,0,337,False,1359,41,0,0,0,2.9,0,0,Lindelöf,a,14,MUN,57,Lindelöf,1,DEF
0,2,4,195851,Scott,0.3,20,1,338,False,1149,49,0,0,0,1.5,0,0,McTominay,a,14,MUN,36,McTominay,8,MID
0,0,0,197365,Eric,0.0,0,0,339,False,0,40,0,0,0,0.0,0,0,Bailly,u,14,MUN,0,Bailly,0,DEF
3,8,13,209243,Jadon,3.9,18,6,340,False,1683,71,0,0,0,4.0,0,0,Sancho,a,14,MUN,105,Sancho,0,MID
0,3,8,214590,Aaron,2.4,10,0,341,False,1432,43,0,0,0,3.5,0,0,Wan-Bissaka,a,14,MUN,67,Wan-Bissaka,2,DEF
2,19,10,216051,Diogo,1.9,34,1,342,False,2152,48,0,0,0,3.9,0,0,Dalot Teixeira,a,14,MUN,102,Dalot,6,DEF
0,0,0,232937,Brandon,0.0,0,0,343,False,0,37,0,0,0,0.0,0,0,Williams,a,14,MUN,0,B.Williams,0,DEF
1,0,2,449434,Anthony,0.0,2,0,344,False,417,46,0,0,0,1.4,0,0,Elanga,a,14,MUN,23,Elanga,0,MID
3,4,7,148225,Anthony,3.0,8,6,345,False,970,63,0,0,0,3.1,0,0,Martial,a,14,MUN,66,Martial,0,FWD
0,0,0,488404,Facundo,0.1,1,0,347,False,60,43,0,0,0,1.0,0,0,Pellistri Rebollo,a,14,MUN,4,Pellistri,0,MID
0,0,0,21205,Tom,0.0,0,0,348,False,0,38,0,0,0,0.0,0,0,Heaton,a,14,MUN,0,Heaton,0,GKP
0,8,7,222690,Tyrell,1.1,14,0,504,False,1391,42,0,0,0,2.8,0,0,Malacia,a,14,MUN,62,Malacia,6,DEF
9,8,13,80607,Christian,3.3,25,1,519,False,2046,62,0,0,0,3.7,0,0,Eriksen,a,14,MUN,103,Eriksen,3,MID
0,6,9,221820,Lisandro,0.0,33,1,533,False,2113,44,0,0,0,3.0,0,0,Martínez,i,14,MUN,81,Martínez,6,DEF
0,0,0,493250,Amad,0.0,0,0,550,False,0,44,0,0,0,0.0,0,0,Diallo,u,14,MUN,0,Amad,0,MID
0,0,0,461548,Zidane,0.0,0,0,551,False,0,42,0,0,0,0.0,0,0,Iqbal,a,14,MUN,0,Iqbal,0,MID
2,0,0,493105,Alejandro,1.3,13,3,569,False,557,41,0,0,0,2.1,0,0,Garnacho,a,14,MUN,39,Garnacho,3,MID
3,10,10,61256,Carlos Henrique,3.7,22,4,593,False,2122,49,0,0,0,3.1,2,0,Casimiro,a,14,MUN,87,Casemiro,7,MID
2,4,12,467169,Antony Matheus,2.1,21,4,609,False,1803,73,0,0,0,3.3,0,0,dos Santos,d,14,MUN,82,Antony,5,MID
0,0,0,446189,Matej,0.0,0,0,615,False,0,40,0,0,0,0.0,0,0,Kovár,u,14,MUN,0,Kovár,0,GKP
0,0,0,516895,Kobbie,0.0,0,0,643,False,10,45,0,0,0,1.0,0,0,Mainoo,a,14,MUN,1,Mainoo,0,MID
0,0,0,250370,Nathan,0.0,0,0,656,False,0,40,0,0,0,0.0,0,0,Bishop,a,14,MUN,0,Bishop,0,GKP
0,0,0,472464,Shola,0.0,0,0,660,False,0,45,0,0,0,0.0,0,0,Shoretire,u,14,MUN,0,Shoretire,0,FWD
0,0,0,515500,Rhys,0.0,0,0,674,False,0,40,0,0,0,0.0,0,0,Bennett,a,14,MUN,0,Bennett,0,DEF
1,0,4,120202,Wout,0.7,11,0,701,False,790,54,0,0,0,1.4,0,0,Weghorst,a,14,MUN,24,Weghorst,1,FWD
1,0,5,101338,Marcel,0.7,7,0,728,False,622,47,0,0,0,2.3,0,0,Sabitzer,i,14,MUN,25,Sabitzer,1,MID
0,0,0,518467,Marc,0.0,0,0,759,False,0,40,0,0,0,0.0,0,0,Jurado Gomez,a,14,MUN,0,Jurado,0,DEF
0,5,4,232826,Anthony,2.5,18,4,195,False,1574,51,0,0,0,2.1,0,0,Gordon,a,15,NEW,68,Gordon,7,MID
0,0,0,56983,Matt,0.2,0,0,350,False,35,42,0,0,0,1.0,0,0,Ritchie,i,15,NEW,7,Ritchie,0,DEF
0,0,0,57145,Federico,0.0,0,0,351,False,0,44,0,0,0,0.0,0,0,Fernández,u,15,NEW,0,Fernández,0,DEF
0,0,0,58845,Ciaran,0.0,0,0,352,False,0,45,0,0,0,0.0,0,0,Clark,u,15,NEW,0,Clark,0,DEF
0,0,0,59735,Karl,0.0,0,0,353,False,0,39,0,0,0,0.0,0,0,Darlow,u,15,NEW,0,Darlow,0,GKP
0,1,1,67089,Martin,0.5,1,0,355,False,156,41,0,0,0,5.5,0,10,Dubravka,a,15,NEW,11,Dubravka,0,GKP
6,20,10,75115,Callum,6.8,16,18,356,False,1870,73,0,0,0,5.1,0,0,Wilson,a,15,NEW,157,Wilson,4,FWD
9,39,16,77794,Kieran,3.8,31,1,357,True,3342,60,1,0,0,5.2,0,0,Trippier,a,15,NEW,198,Trippier,5,DEF
0,6,14,78916,Dan,3.3,30,1,358,False,3109,45,0,0,0,3.4,0,0,Burn,a,15,NEW,129,Burn,5,DEF
0,0,1,90105,Ryan,0.0,3,0,359,False,308,52,0,0,0,1.4,0,0,Fraser,a,15,NEW,11,Fraser,1,MID
0,0,0,101148,Jamaal,0.0,5,0,360,False,214,43,0,0,0,0.7,0,0,Lascelles,i,15,NEW,3,Lascelles,4,DEF
0,0,0,104547,Dwight,0.0,0,0,361,False,0,45,0,0,0,0.0,0,0,Gayle,u,15,NEW,0,Gayle,0,FWD
0,0,0,106618,Paul,0.0,0,0,362,False,0,39,0,0,0,0.0,0,0,Dummett,a,15,NEW,0,Dummett,0,DEF
0,0,0,109528,Javier,0.2,1,0,363,False,34,42,0,0,0,1.0,0,0,Manquillo Gaitán,i,15,NEW,4,Manquillo,0,DEF
0,0,0,111773,Emil,0.0,0,0,364,False,1,43,0,0,0,1.0,0,0,Krafth,i,15,NEW,1,Krafth,0,DEF
2,2,3,114243,Jacob,1.0,12,4,365,False,1230,42,0,0,0,2.2,0,0,Murphy,a,15,NEW,78,Murphy,0,MID
3,6,15,119471,Fabian,1.7,28,1,366,False,3207,51,1,0,0,3.9,0,0,Schär,a,15,NEW,139,Schär,7,DEF
0,2,3,169359,Matt,0.7,6,0,367,False,600,47,0,0,0,2.1,0,0,Targett,a,15,NEW,35,Targett,1,DEF
6,4,4,170137,Allan,1.0,14,1,368,False,1109,61,0,0,0,2.6,0,0,Saint-Maximin,a,15,NEW,66,Saint-Maximin,1,MID
4,15,15,179018,Miguel,2.3,22,11,369,False,2487,54,0,0,0,4.6,0,0,Almirón Rejala,a,15,NEW,158,Almirón,2,MID
5,2,13,180135,Sean,0.5,18,1,370,False,2514,43,0,0,0,2.8,0,0,Longstaff,a,15,NEW,93,S.Longstaff,2,MID
5,10,11,180974,Joelinton Cássio,1.2,26,6,371,False,2660,60,0,0,0,3.6,0,0,Apolinário de Lira,i,15,NEW,115,Joelinton,12,MID
0,0,0,194799,Jamal,0.2,1,0,372,False,9,44,0,0,0,1.0,0,0,Lewis,a,15,NEW,2,Lewis,0,DEF
7,11,12,200089,Joe,1.8,26,3,373,False,2556,47,0,0,0,3.5,0,0,Willock,i,15,NEW,123,Willock,1,MID
5,5,12,208706,Bruno,2.7,25,4,374,False,2727,55,0,0,0,3.3,0,0,Guimarães Rodriguez Moura,a,15,NEW,107,Bruno Guimarães,7,MID
0,0,0,83314,Jeff,0.0,0,0,375,False,0,45,0,0,0,0.0,0,0,Hendrick,u,15,NEW,0,Hendrick,0,MID
0,14,14,98747,Nick,3.3,32,0,376,False,3261,54,0,0,2,4.2,1,87,Pope,i,15,NEW,157,Pope,3,GKP
2,8,13,220237,Sven,3.3,30,0,377,False,3127,45,0,0,0,3.6,0,0,Botman,a,15,NEW,129,Botman,2,DEF
1,2,1,215379,Elliot,2.3,7,0,552,False,395,43,0,0,0,1.4,0,0,Anderson,a,15,NEW,30,Anderson,0,MID
0,0,0,441024,Harrison,0.0,0,0,555,False,0,38,0,0,0,0.0,0,0,Ashby,a,15,NEW,0,Ashby,0,DEF
2,18,4,219168,Alexander,3.2,20,10,594,False,1520,70,0,0,0,4.5,0,0,Isak,a,15,NEW,100,Isak,3,FWD
0,0,0,104542,Loris,0.0,0,0,626,False,0,39,0,0,0,0.0,0,0,Karius,a,15,NEW,0,Karius,0,GKP
