id,code,first_name,second_name,web_name,team_code,player_type,status,in_dreamteam,form,total_points,points_per_game,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,now_cost
184,511783,Anass,Zaroury,Zaroury,BUR,MID,a,False,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,50
475,207189,Sander,Berge,Berge,BUR,MID,a,False,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,50
594,492831,Zeki,Amdouni,Amdouni,BUR,FWD,a,False,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,55
596,432720,James,Trafford,Trafford,BUR,GKP,a,False,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,45
600,83283,Nathan,Redmond,Redmond,BUR,MID,a,False,0.0,1,1.0,1,0,0,0,0,0,0,0,0,0,0,0,50
605,487702,Luca,Koleosho,Koleosho,BUR,MID,a,False,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,50
608,179458,Jacob,Bruun Larsen,Bruun Larsen,BUR,MID,a,False,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,50
622,461567,Owen,Dodgson,Dodgson,BUR,DEF,a,False,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,40
145,215059,Robert,Sánchez,Sanchez,CHE,GKP,a,False,0.0,82,3.6,2070,0,0,6,30,0,1,0,2,0,48,10,45
185,199598,Ethan,Ampadu,Ampadu,CHE,DEF,u,False,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,40
186,532605,Andrey,Nascimento dos Santos,Andrey,CHE,MID,a,False,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,45
187,109745,Kepa,Arrizabalaga,Arrizabalaga,CHE,GKP,a,False,0.0,118,4.1,2565,0,0,9,33,0,0,0,1,0,91,15,50
188,54694,Pierre-Emerick,Aubameyang,Aubameyang,CHE,FWD,u,False,0.0,25,1.7,546,1,0,1,8,0,0,0,1,0,0,3,65
189,41328,César,Azpilicueta,Azpilicueta,CHE,DEF,u,False,0.0,45,1.8,1521,0,0,3,21,1,0,0,3,0,0,4,45
190,118335,Abdul Rahman,Baba,Baba,CHE,DEF,u,False,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,40
191,242880,Benoît,Badiashile,B.Badiashile,CHE,DEF,i,False,0.0,40,3.6,904,1,0,4,9,0,0,0,2,0,0,2,45
192,122074,Marcus,Bettinelli,Bettinelli,CHE,GKP,i,False,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,40
193,440323,Armando,Broja,Broja,CHE,FWD,i,False,0.0,21,1.8,285,1,1,1,5,0,0,0,0,0,0,0,50
194,180736,Trevoh,Chalobah,Chalobah,CHE,DEF,a,False,0.0,49,2.0,1601,0,0,5,24,1,0,0,4,0,0,1,45
195,172850,Ben,Chilwell,Chilwell,CHE,DEF,a,False,0.0,70,3.0,1402,2,3,4,19,0,0,0,3,0,0,4,55
196,478912,Carney,Chukwuemeka,Chukwuemeka,CHE,MID,a,False,0.0,18,1.3,342,0,0,1,7,0,0,0,0,0,0,0,45
197,460028,Levi,Colwill,Colwill,CHE,DEF,a,False,0.0,46,2.7,1218,0,2,3,21,0,0,0,1,0,0,6,45
198,179268,Marc,Cucurella Saseta,Cucurella,CHE,DEF,a,False,0.0,65,2.7,1669,0,2,6,20,0,0,0,4,0,0,1,50
199,448047,Enzo,Fernández,Enzo,CHE,MID,a,False,0.0,42,2.3,1547,0,2,3,25,0,0,0,3,0,0,1,50
200,520295,David Datro,Fofana,D.D.Fofana,CHE,FWD,u,False,0.0,3,1.0,68,0,0,0,1,0,0,0,0,0,0,0,50
201,444463,Wesley,Fofana,W.Fofana,CHE,DEF,i,False,0.0,37,2.2,1362,1,0,2,24,0,0,0,4,0,0,4,45
202,232787,Conor,Gallagher,Gallagher,CHE,MID,a,False,0.0,66,1.9,1608,3,1,4,23,0,0,0,9,1,0,7,55
203,482609,Malo,Gusto,Gusto,CHE,DEF,a,False,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,40
204,487838,Lewis,Hall,Hall,CHE,DEF,a,False,0.0,19,2.1,653,0,0,1,11,0,0,0,1,0,0,3,45
205,209046,Callum,Hudson-Odoi,Hudson-Odoi,CHE,MID,a,False,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,50
206,225796,Reece,James,James,CHE,DEF,a,False,0.0,44,2.8,1242,1,2,2,17,0,0,0,4,0,0,5,55
207,66749,Romelu,Lukaku Bolingoli,Lukaku,CHE,FWD,a,False,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,70
208,248857,Noni,Madueke,Madueke,CHE,MID,d,False,0.0,26,2.2,639,1,0,0,13,0,0,0,0,0,0,2,55
210,465920,Mykhailo,Mudryk,Mudryk,CHE,MID,a,False,0.0,25,1.7,650,0,2,0,10,0,0,0,1,0,0,0,65
211,517052,Nicolas,Jackson,N.Jackson,CHE,FWD,a,False,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,70
212,213198,Christopher,Nkunku,Nkunku,CHE,FWD,i,False,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,75
213,176413,Christian,Pulisic,Pulisic,CHE,MID,u,False,0.0,39,1.6,805,1,1,3,11,0,0,0,1,0,0,0,55
214,204727,Malang,Sarr,M.Sarr,CHE,DEF,a,False,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,45
215,471798,Gabriel,Słonina,Slonina,CHE,GKP,a,False,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,40
216,103955,Raheem,Sterling,Sterling,CHE,MID,a,False,0.0,101,3.6,1886,6,4,5,27,0,0,0,4,0,0,9,70
217,51090,Thiago,Emiliano da Silva,T.Silva,CHE,DEF,a,False,0.0,80,3.0,2351,0,2,6,32,0,0,0,2,0,0,8,50
218,124183,Hakim,Ziyech,Ziyech,CHE,MID,a,False,0.0,33,1.8,649,0,3,2,7,0,0,0,1,0,0,0,55
589,518620,Ângelo Gabriel,Borges Damaceno,Ângelo,CHE,MID,u,False,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,50
609,441302,Ian,Maatsen,Maatsen,CHE,MID,a,False,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,55
611,220362,Axel,Disasi,Disasi,CHE,DEF,a,False,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,50
613,503714,Lesley,Ugochukwu,Ugochukwu,CHE,MID,a,False,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,45
623,534392,Mason,Burstow,Burstow,CHE,FWD,a,False,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,45
219,466117,Naouirou,Ahamada,Ahamada,CRY,MID,a,False,0.0,7,0.9,87,0,0,0,2,0,0,0,1,0,0,0,45
220,174874,Joachim,Andersen,Andersen,CRY,DEF,a,False,0.0,80,2.5,2782,1,0,8,37,2,0,0,8,0,0,1,45
221,80146,Jordan,Ayew,J.Ayew,CRY,MID,a,False,0.0,104,2.7,2708,4,3,8,41,0,0,0,5,0,0,4,55
222,57328,Nathaniel,Clyne,Clyne,CRY,DEF,a,False,0.0,44,2.0,1638,0,0,3,23,0,0,0,3,0,0,0,45
223,438464,Cheick,Doucouré,C.Doucouré,CRY,MID,d,False,0.0,74,2.2,2770,0,3,7,41,0,0,0,8,1,0,3,50
224,450535,Malcolm,Ebiowei,Ebiowei,CRY,MID,a,False,0.0,3,1.0,31,0,0,0,1,0,0,0,0,0,0,0,45
225,199670,Odsonne,Edouard,Edouard,CRY,FWD,a,False,0.0,82,2.3,1788,5,2,5,25,0,0,0,3,0,0,5,55
226,232413,Eberechi,Eze,Eze,CRY,MID,a,False,0.0,159,4.2,2631,10,5,9,35,0,0,0,3,0,0,21,65
227,40836,Vicente,Guaita,Guaita,CRY,GKP,a,False,0.0,99,3.7,2430,0,0,6,34,0,0,0,1,0,85,10,45
228,209036,Marc,Guéhi,Guéhi,CRY,DEF,a,False,0.0,95,2.6,3330,1,0,9,46,1,0,0,8,0,0,2,45
229,108413,Will,Hughes,Hughes,CRY,MID,d,False,0.0,41,1.5,822,1,1,1,11,0,0,0,4,0,0,3,50
230,101982,Sam,Johnstone,Johnstone,CRY,GKP,a,False,0.0,36,4.0,810,0,0,3,10,0,0,0,1,0,26,5,45
231,152551,Jefferson,Lerma Solís,Lerma,CRY,MID,a,False,0.0,101,2.7,3252,5,0,7,67,1,0,0,7,0,0,5,50
232,231747,Jean-Philippe,Mateta,Mateta,CRY,FWD,a,False,0.0,41,1.4,748,2,0,3,10,0,0,0,3,0,0,3,50
233,169593,Remi,Matthews,Matthews,CRY,GKP,a,False,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,40
234,244723,Tyrick,Mitchell,Mitchell,CRY,DEF,d,False,0.0,93,2.6,2889,0,2,8,40,0,0,0,5,1,0,7,45
235,512462,Jake,O'Brien,O'Brien,CRY,DEF,a,False,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,40
236,443661,Michael,Olise,Olise,CRY,MID,d,False,0.0,132,3.6,2743,2,11,8,38,0,0,0,2,0,0,15,60
237,450541,Luke,Plange,Plange,CRY,FWD,u,False,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,45
238,427623,Chris,Richards,C.Richards,CRY,DEF,a,False,0.0,13,1.4,443,0,0,1,11,0,0,0,0,0,0,0,40
239,173954,Jairo,Riedewald,Riedewald,CRY,MID,a,False,0.0,6,1.0,60,0,0,0,0,0,0,0,0,0,0,0,45
240,86417,Jeffrey,Schlupp,Schlupp,CRY,MID,a,False,0.0,89,2.6,2528,3,2,9,38,0,0,0,7,0,0,2,50
241,49413,James,Tomkins,Tomkins,CRY,DEF,a,False,0.0,8,1.3,335,1,0,0,10,0,0,0,1,1,0,1,40
242,55494,Joel,Ward,Ward,CRY,DEF,a,False,0.0,78,2.8,2253,1,0,8,35,0,0,0,6,0,0,5,45
243,487818,Joe,Whitworth,Whitworth,CRY,GKP,a,False,0.0,3,1.5,180,0,0,0,5,0,0,0,0,0,5,0,40
615,536694,Matheus,França de Oliveira,Matheus França,CRY,MID,i,False,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,50
244,120250,André,Tavares Gomes,André Gomes,EVE,MID,a,False,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,45
245,480455,Jarrad,Branthwaite,Branthwaite,EVE,DEF,a,False,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,40
246,177815,Dominic,Calvert-Lewin,Calvert-Lewin,EVE,FWD,d,False,0.0,40,2.4,1166,2,1,4,22,0,0,0,3,0,0,2,60
247,59949,Seamus,Coleman,Coleman,EVE,DEF,i,False,0.0,63,2.7,1654,1,0,5,25,0,0,0,1,0,0,5,45
248,108823,Dele,Alli,Dele,EVE,MID,i,False,0.0,2,1.0,38,0,0,0,1,0,0,0,0,0,0,0,50
249,121599,Abdoulaye,Doucouré,A.Doucoure,EVE,MID,a,False,0.0,76,3.0,1527,5,2,4,27,0,0,0,6,1,0,10,55
250,232928,James,Garner,Garner,EVE,MID,a,False,0.0,25,1.6,796,0,1,2,13,0,0,0,3,0,0,0,50
251,160987,Jean-Philippe,Gbamin,Gbamin,EVE,MID,a,False,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,45
252,198826,Ben,Godfrey,Godfrey,EVE,DEF,a,False,0.0,18,1.4,801,0,1,1,18,0,0,0,2,0,0,0,45
253,172632,Demarai,Gray,Gray,EVE,MID,a,False,0.0,91,2.8,2501,4,1,7,39,0,0,0,3,0,0,4,55
254,80801,Idrissa,Gueye,Gana,EVE,MID,a,False,0.0,66,2.0,2577,0,1,8,45,0,0,0,7,0,0,1,50
255,194164,Mason,Holgate,Holgate,EVE,DEF,a,False,0.0,16,2.0,506,0,0,2,9,0,0,0,1,1,0,2,40
256,153133,Alex,Iwobi,Iwobi,EVE,MID,a,False,0.0,126,3.3,3379,2,8,9,56,0,0,0,2,0,0,9,55
257,106611,Michael,Keane,Keane,EVE,DEF,a,False,0.0,39,3.2,983,1,2,2,22,0,0,0,0,0,0,5,45
258,115382,Neal,Maupay,Maupay,EVE,FWD,a,False,0.0,41,1.5,1104,1,0,3,19,0,0,0,4,0,0,3,50
259,433154,Dwight,McNeil,McNeil,EVE,MID,i,False,0.0,126,3.5,2490,7,5,5,46,0,0,0,5,0,0,14,55
260,224967,Vitalii,Mykolenko,Mykolenko,EVE,DEF,a,False,0.0,75,2.2,2653,0,1,7,46,0,0,0,4,0,0,4,45
261,449871,Amadou,Onana,Onana,EVE,MID,a,False,0.0,77,2.3,2486,1,3,9,37,0,0,0,9,0,0,2,50
262,243571,Nathan,Patterson,Patterson,EVE,DEF,a,False,0.0,31,1.6,1274,0,0,2,22,0,0,0,3,0,0,0,45
263,111234,Jordan,Pickford,Pickford,EVE,GKP,a,False,0.0,124,3.4,3330,0,1,8,57,0,1,0,6,0,124,10,45
264,218997,Ellis,Simms,Simms,EVE,FWD,u,False,0.0,17,1.5,219,1,0,0,4,0,0,0,0,0,0,0,45
265,17761,James,Tarkowski,Tarkowski,EVE,DEF,a,False,0.0,106,2.8,3420,1,1,9,57,0,0,0,6,0,0,13,45
266,222627,João,Neves Virgínia,J.Virginia,EVE,GKP,a,False,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,40
579,11948,Andy,Lonergan,Lonergan,EVE,GKP,a,False,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,40
588,18892,Ashley,Young,Young,EVE,DEF,a,False,0.0,87,3.0,2031,1,0,9,28,0,0,0,7,0,0,8,45
601,220307,Arnaut,Danjuma Groeneveld,Danjuma,EVE,MID,d,False,0.0,15,1.7,162,1,0,0,5,0,0,0,0,0,0,0,55
624,461421,Lewis,Dobbin,Dobbin,EVE,MID,a,False,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,45
267,156689,Andreas,Hoelgebaum Pereira,Andreas,FUL,MID,d,False,0.0,123,3.7,2696,4,10,8,40,0,0,0,8,0,0,9,55
268,76357,Tom,Cairney,Cairney,FUL,MID,d,False,0.0,53,1.6,968,2,1,1,13,0,0,0,2,0,0,2,50
269,166324,Ivan,Neves Abreu Cavaleiro,I.Cavaleiro,FUL,MID,a,False,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,50
270,96994,Bobby,De Cordova-Reid,De Cordova-Reid,FUL,MID,a,False,0.0,90,2.5,2473,4,1,8,40,0,0,0,8,0,0,3,55
271,219924,Issa,Diop,Diop,FUL,DEF,a,False,0.0,79,3.2,2008,1,0,7,26,0,0,0,2,0,0,8,45
272,432931,Tyrese,Francois,Francois,FUL,MID,a,False,0.0,1,1.0,1,0,0,0,0,0,0,0,0,0,0,0,45
273,83543,Anthony,Knockaert,Knockaert,FUL,MID,a,False,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,45
274,109434,Terence,Kongolo,Kongolo,FUL,DEF,a,False,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,40
275,80201,Bernd,Leno,Leno,FUL,GKP,a,False,0.0,142,3.9,3240,0,0,8,51,0,1,0,3,0,144,17,45
276,212314,Saša,Lukić,Lukić,FUL,MID,a,False,0.0,15,1.2,406,0,0,0,10,0,0,0,1,0,0,0,45
277,120721,Kevin,Mbabu,Mbabu,FUL,DEF,a,False,0.0,7,1.2,141,0,1,0,7,0,0,0,1,0,0,0,40
278,128389,Aleksandar,Mitrović,Mitrović,FUL,FWD,a,False,0.0,107,4.5,2010,14,2,7,30,0,0,4,7,0,0,14,75
279,244042,Rodrigo,Muniz Carvalho,Muniz,FUL,FWD,a,False,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,45
280,154296,João,Palhinha Gonçalves,J.Palhinha,FUL,MID,i,False,0.0,83,2.4,3108,3,0,9,43,1,0,0,14,0,0,5,50
281,82514,Tim,Ream,Ream,FUL,DEF,a,False,0.0,98,3.0,2898,1,0,8,44,0,0,0,2,0,0,12,45
282,153366,Harrison,Reed,Reed,FUL,MID,a,False,0.0,107,2.9,2868,3,4,9,44,1,0,0,5,0,0,9,50
283,169528,Antonee,Robinson,Robinson,FUL,DEF,a,False,0.0,93,2.7,3088,0,2,9,44,0,0,0,8,0,0,5,45
284,155529,Marek,Rodák,Rodák,FUL,GKP,a,False,0.0,7,3.5,180,0,0,1,2,0,0,0,0,0,2,0,40
285,167074,Kenny,Tete,Tete,FUL,DEF,a,False,0.0,90,2.9,2569,1,5,7,36,0,0,0,8,0,0,1,45
286,109646,Tosin,Adarabioyo,Tosin,FUL,DEF,a,False,0.0,49,2.0,2084,1,0,3,39,0,0,0,4,0,0,1,45
287,245824,Carlos Vinícius,Alves Morais,Vinícius,FUL,FWD,a,False,0.0,72,2.6,1098,5,2,1,20,0,0,0,3,0,0,10,50
288,153682,Harry,Wilson,Wilson,FUL,MID,a,False,0.0,68,2.3,1085,2,5,2,15,0,0,0,1,0,0,2,55
558,102057,Raúl,Jiménez,Raúl,FUL,FWD,a,False,0.0,29,1.9,839,0,2,2,18,0,0,0,0,0,0,0,55
591,47431,Willian,Borges da Silva,Willian,FUL,MID,a,False,0.0,116,4.3,2127,5,7,9,22,0,0,0,2,0,0,11,55
610,232892,Calvin,Bassey,Bassey,FUL,DEF,a,False,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,45
625,547686,Luc,De Fougerolles,De Fougerolles,FUL,DEF,a,False,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,40
289,60706,Adrián,San Miguel del Castillo,Adrián,LIV,GKP,a,False,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,40
290,169187,Trent,Alexander-Arnold,Alexander-Arnold,LIV,DEF,a,False,0.0,156,4.2,2922,2,11,10,44,0,0,0,5,0,0,21,80
291,116535,Alisson,Ramses Becker,Alisson,LIV,GKP,a,False,0.0,162,4.4,3330,0,1,14,43,0,1,0,1,0,107,15,55
292,535928,Stefan,Bajcetic,Bajcetic,LIV,MID,a,False,0.0,22,2.0,522,1,0,3,4,0,0,0,2,0,0,0,50
293,447203,Darwin,Núñez Ribeiro,Darwin,LIV,FWD,a,False,0.0,100,3.4,1684,9,5,7,22,0,0,0,1,1,0,8,75
294,194634,Diogo,Teixeira da Silva,Diogo J.,LIV,MID,a,False,0.0,80,3.6,1125,7,4,5,19,0,0,0,2,0,0,9,80
295,444884,Harvey,Elliott,Elliott,LIV,MID,a,False,0.0,62,1.9,1600,1,2,5,20,0,0,0,2,0,0,2,50
296,116643,Fabio Henrique,Tavares,Fabinho,LIV,MID,u,False,0.0,70,1.9,2666,0,2,11,34,0,0,0,11,0,0,0,50
297,243298,Cody,Gakpo,Gakpo,LIV,FWD,a,False,0.0,90,4.3,1455,7,3,6,19,0,0,0,0,0,0,4,75
298,171287,Joe,Gomez,Gomez,LIV,DEF,a,False,0.0,68,3.2,1461,0,0,8,16,0,0,0,3,0,0,8,45
299,56979,Jordan,Henderson,Henderson,LIV,MID,u,False,0.0,69,2.0,2060,0,3,8,30,0,0,0,2,0,0,0,50
300,206915,Curtis,Jones,Jones,LIV,MID,a,False,0.0,52,2.9,1029,3,1,4,15,0,0,0,2,0,0,4,50
301,200720,Caoimhin,Kelleher,Kelleher,LIV,GKP,a,False,0.0,2,2.0,90,0,0,0,4,0,0,0,0,0,6,0,40
302,204716,Ibrahima,Konaté,Konaté,LIV,DEF,a,False,0.0,49,2.7,1551,0,0,7,22,1,0,0,5,0,0,0,50
303,244731,Luis,Díaz,Luis Díaz,LIV,MID,a,False,0.0,62,3.6,991,4,2,4,11,0,0,0,2,0,0,7,75
304,243016,Alexis,Mac Allister,Mac Allister,LIV,MID,a,False,0.0,140,4.0,2882,10,2,10,45,1,0,0,8,0,0,18,60
305,60914,Joel,Matip,Matip,LIV,DEF,a,False,0.0,36,2.6,1091,1,0,3,20,1,0,0,3,0,0,4,50
306,197464,Nathaniel,Phillips,Phillips,LIV,DEF,a,False,0.0,3,1.5,65,0,0,0,1,0,0,0,0,0,0,0,40
307,122798,Andrew,Robertson,Robertson,LIV,DEF,a,False,0.0,121,3.6,2579,0,8,9,34,0,0,0,3,0,0,10,65
308,118748,Mohamed,Salah,Salah,LIV,MID,a,False,0.0,239,6.3,3290,19,13,13,45,0,0,2,2,0,0,23,125
309,424876,Dominik,Szoboszlai,Szoboszlai,LIV,MID,a,False,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,70
310,61558,Thiago,Alcántara do Nascimento,Thiago,LIV,MID,a,False,0.0,30,1.7,1252,0,0,2,23,0,0,0,2,0,0,0,50
311,214285,Konstantinos,Tsimikas,Tsimikas,LIV,DEF,a,False,0.0,48,2.4,762,0,4,4,11,0,0,0,3,0,0,2,45
312,444765,Sepp,van den Berg,Van den Berg,LIV,DEF,u,False,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,40
313,97032,Virgil,van Dijk,Virgil,LIV,DEF,a,False,0.0,127,4.0,2835,3,1,11,36,0,0,0,3,0,0,13,60
626,441428,Jarell,Quansah,Quansah,LIV,DEF,a,False,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,40
627,491970,Bobby,Clark,Clark,LIV,MID,a,False,0.0,1,1.0,7,0,0,0,0,0,0,0,0,0,0,0,45
628,496208,Ben,Doak,Doak,LIV,MID,a,False,0.0,2,1.0,23,0,0,0,1,0,0,0,0,0,0,0,45
629,491501,James,McConnell,McConnell,LIV,MID,a,False,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,45
52,184704,Marvelous,Nakamba,Nakamba,LUT,MID,a,False,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,45
314,174310,Elijah,Adebayo,Adebayo,LUT,FWD,a,False,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,50
315,208904,Mads Juel,Andersen,Andersen,LUT,DEF,a,False,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,40
316,165183,Amari'i,Bell,Bell,LUT,DEF,a,False,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,40
317,82738,Luke,Berry,Berry,LUT,MID,a,False,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,50
318,156658,Reece,Burke,Burke,LUT,DEF,i,False,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,40
319,193195,Allan,Campbell,Campbell,LUT,MID,a,False,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,50
320,96784,Jordan,Clark,Clark,LUT,MID,i,False,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,50
321,244262,Alfie,Doughty,Doughty,LUT,DEF,a,False,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,45
322,49083,Luke,Freeman,Freeman,LUT,MID,a,False,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,50
323,113534,Matt,Macey,Macey,LUT,GKP,a,False,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,40
324,422303,John,McAtee,McAtee,LUT,FWD,a,False,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,45
325,453537,Carlos,Mendes Gomes,Mendes,LUT,MID,u,False,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,45
326,156700,Carlton,Morris,Morris,LUT,FWD,a,False,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,55
327,174595,Admiral,Muskwe,Muskwe,LUT,FWD,a,False,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,45
328,229164,Chiedozie,Ogbene,Ogbene,LUT,FWD,a,False,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,50
329,168035,Fred,Onyedinma,Onyedinma,LUT,MID,u,False,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,50
330,199056,Gabriel,Osho,Osho,LUT,DEF,i,False,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,45
331,490180,Aribim,Pepple,Pepple,LUT,FWD,a,False,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,45
332,243532,Dion,Pereira,Pereira,LUT,MID,a,False,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,45
333,108411,Dan,Potts,Potts,LUT,DEF,i,False,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,40
334,165152,Glen,Rea,Rea,LUT,MID,a,False,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,45
335,77818,James,Shea,Shea,LUT,GKP,a,False,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,45
336,242500,Joe,Taylor,Taylor,LUT,FWD,a,False,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,45
337,232477,Elliot,Thorpe,Thorpe,LUT,MID,n,False,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,45
338,207722,Jack,Walton,Walton,LUT,GKP,u,False,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,40
339,223333,Louie,Watson,Watson,LUT,MID,a,False,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,45
340,91046,Cauley,Woodrow,Woodrow,LUT,FWD,a,False,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,45
553,232351,Ryan,Giles,Giles,LUT,DEF,a,False,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,45
575,108796,Tom,Lockyer,Lockyer,LUT,DEF,a,False,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,45
582,104047,Pelly Ruddock,Mpanzu,Mpanzu,LUT,MID,a,False,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,50
586,222677,Tahith,Chong,Chong,LUT,MID,a,False,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,50
602,476369,Issa,Kaboré,Kaboré,LUT,DEF,a,False,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,40
614,54738,Thomas,Kaminski,Kaminski,LUT,GKP,a,False,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,45
630,88894,Ross,Barkley,Barkley,LUT,MID,a,False,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,50
631,242453,Jacob,Brown,Brown,LUT,FWD,a,False,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,50
341,211975,Manuel,Akanji,Akanji,MCI,DEF,a,False,0.0,82,2.8,2284,0,1,7,23,0,0,0,2,0,0,5,50
342,126184,Nathan,Aké,Aké,MCI,DEF,a,False,0.0,92,3.5,1871,1,0,9,15,0,0,0,2,0,0,9,50
343,461358,Julián,Álvarez,J.Alvarez,MCI,FWD,a,False,0.0,103,3.3,1448,9,3,5,16,0,0,0,0,0,0,14,65
344,165809,Bernardo,Veiga de Carvalho e Silva,Bernardo,MCI,MID,a,False,0.0,106,3.1,2196,4,6,7,24,0,0,0,5,0,0,9,65
345,477555,Oscar,Bobb,Bobb,MCI,MID,a,False,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,45
346,121145,João,Cancelo,Cancelo,MCI,DEF,a,False,0.0,73,4.3,1273,2,2,6,16,0,0,0,3,1,0,10,60
347,17601,Scott,Carson,Carson,MCI,GKP,a,False,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,40
348,463210,Shea,Charles,Charles,MCI,MID,u,False,0.0,1,1.0,27,0,0,0,1,0,0,0,0,0,0,0,45
349,61366,Kevin,De Bruyne,De Bruyne,MCI,MID,a,False,0.0,183,5.7,2413,7,18,10,23,0,0,0,1,0,0,26,105
